지점,지점명,일시,평균기온(°C),년도,tavg,Date
900,두서,2016-01-01,0.9,2016,0.9,2016-01-01
900,두서,2016-01-02,2.6,2016,2.6,2016-01-02
900,두서,2016-01-03,4.5,2016,4.5,2016-01-03
900,두서,2016-01-04,6.4,2016,6.4,2016-01-04
900,두서,2016-01-05,2.2,2016,2.2,2016-01-05
900,두서,2016-01-06,3.3,2016,3.3,2016-01-06
900,두서,2016-01-07,1.6,2016,1.6,2016-01-07
900,두서,2016-01-08,0.9,2016,0.9,2016-01-08
900,두서,2016-01-09,0.6,2016,0.6,2016-01-09
900,두서,2016-01-10,0.4,2016,0.4,2016-01-10
900,두서,2016-01-11,2.0,2016,2.0,2016-01-11
900,두서,2016-01-12,0.0,2016,0.0,2016-01-12
900,두서,2016-01-13,-1.1,2016,-1.1,2016-01-13
900,두서,2016-01-14,-1.3,2016,-1.3,2016-01-14
900,두서,2016-01-15,-1.8,2016,-1.8,2016-01-15
900,두서,2016-01-16,-0.1,2016,-0.1,2016-01-16
900,두서,2016-01-17,3.1,2016,3.1,2016-01-17
900,두서,2016-01-18,0.6,2016,0.6,2016-01-18
900,두서,2016-01-19,-5.4,2016,-5.4,2016-01-19
900,두서,2016-01-20,-4.6,2016,-4.6,2016-01-20
900,두서,2016-01-21,-3.0,2016,-3.0,2016-01-21
900,두서,2016-01-22,-1.4,2016,-1.4,2016-01-22
900,두서,2016-01-23,-5.2,2016,-5.2,2016-01-23
900,두서,2016-01-24,-9.7,2016,-9.7,2016-01-24
900,두서,2016-01-25,-4.5,2016,-4.5,2016-01-25
900,두서,2016-01-26,-0.7,2016,-0.7,2016-01-26
900,두서,2016-01-27,-0.6,2016,-0.6,2016-01-27
900,두서,2016-01-28,0.3,2016,0.3,2016-01-28
900,두서,2016-01-29,3.0,2016,3.0,2016-01-29
900,두서,2016-01-30,3.2,2016,3.2,2016-01-30
900,두서,2016-01-31,1.4,2016,1.4,2016-01-31
900,두서,2016-02-01,-0.5,2016,-0.5,2016-02-01
900,두서,2016-02-02,-0.8,2016,-0.8,2016-02-02
900,두서,2016-02-03,-1.0,2016,-1.0,2016-02-03
900,두서,2016-02-04,2.0,2016,2.0,2016-02-04
900,두서,2016-02-05,2.2,2016,2.2,2016-02-05
900,두서,2016-02-06,0.1,2016,0.1,2016-02-06
900,두서,2016-02-07,-0.3,2016,-0.3,2016-02-07
900,두서,2016-02-08,2.4,2016,2.4,2016-02-08
900,두서,2016-02-09,3.2,2016,3.2,2016-02-09
900,두서,2016-02-10,2.9,2016,2.9,2016-02-10
900,두서,2016-02-11,4.4,2016,4.4,2016-02-11
900,두서,2016-02-12,9.7,2016,9.7,2016-02-12
900,두서,2016-02-13,13.7,2016,13.7,2016-02-13
900,두서,2016-02-14,6.1,2016,6.1,2016-02-14
900,두서,2016-02-15,-2.2,2016,-2.2,2016-02-15
900,두서,2016-02-16,1.2,2016,1.2,2016-02-16
900,두서,2016-02-17,0.9,2016,0.9,2016-02-17
900,두서,2016-02-18,3.6,2016,3.6,2016-02-18
900,두서,2016-02-19,7.7,2016,7.7,2016-02-19
900,두서,2016-02-20,5.3,2016,5.3,2016-02-20
900,두서,2016-02-21,1.5,2016,1.5,2016-02-21
900,두서,2016-02-22,3.7,2016,3.7,2016-02-22
900,두서,2016-02-23,5.3,2016,5.3,2016-02-23
900,두서,2016-02-24,1.0,2016,1.0,2016-02-24
900,두서,2016-02-25,-0.1,2016,-0.1,2016-02-25
900,두서,2016-02-26,3.3,2016,3.3,2016-02-26
900,두서,2016-02-27,7.8,2016,7.8,2016-02-27
900,두서,2016-02-28,7.2,2016,7.2,2016-02-28
900,두서,2016-02-29,-0.8,2016,-0.8,2016-02-29
900,두서,2016-03-01,-0.9,2016,-0.9,2016-03-01
900,두서,2016-03-02,4.2,2016,4.2,2016-03-02
900,두서,2016-03-03,7.1,2016,7.1,2016-03-03
900,두서,2016-03-04,6.7,2016,6.7,2016-03-04
900,두서,2016-03-05,11.4,2016,11.4,2016-03-05
900,두서,2016-03-06,13.0,2016,13.0,2016-03-06
900,두서,2016-03-07,8.6,2016,8.6,2016-03-07
