지점,지점명,일시,평균기온(°C),년도,tavg,Date
900,두서,2005-01-01,-1.4,2005,-1.4,2005-01-01
900,두서,2005-01-02,3.0,2005,3.0,2005-01-02
900,두서,2005-01-03,8.0,2005,8.0,2005-01-03
900,두서,2005-01-04,0.1,2005,0.1,2005-01-04
900,두서,2005-01-05,-0.6,2005,-0.6,2005-01-05
900,두서,2005-01-06,3.4,2005,3.4,2005-01-06
900,두서,2005-01-07,3.1,2005,3.1,2005-01-07
900,두서,2005-01-08,0.1,2005,0.1,2005-01-08
900,두서,2005-01-09,-3.4,2005,-3.4,2005-01-09
900,두서,2005-01-10,-1.8,2005,-1.8,2005-01-10
900,두서,2005-01-11,0.6,2005,0.6,2005-01-11
900,두서,2005-01-12,-1.2,2005,-1.2,2005-01-12
900,두서,2005-01-13,-0.5,2005,-0.5,2005-01-13
900,두서,2005-01-14,-0.1,2005,-0.1,2005-01-14
900,두서,2005-01-15,1.4,2005,1.4,2005-01-15
900,두서,2005-01-16,0.1,2005,0.1,2005-01-16
900,두서,2005-01-17,-0.6,2005,-0.6,2005-01-17
900,두서,2005-01-18,0.1,2005,0.1,2005-01-18
900,두서,2005-01-19,1.4,2005,1.4,2005-01-19
900,두서,2005-01-20,-1.1,2005,-1.1,2005-01-20
900,두서,2005-01-21,-1.6,2005,-1.6,2005-01-21
900,두서,2005-01-22,0.5,2005,0.5,2005-01-22
900,두서,2005-01-23,3.0,2005,3.0,2005-01-23
900,두서,2005-01-24,4.9,2005,4.9,2005-01-24
900,두서,2005-01-25,1.9,2005,1.9,2005-01-25
900,두서,2005-01-26,4.2,2005,4.2,2005-01-26
900,두서,2005-01-27,3.8,2005,3.8,2005-01-27
900,두서,2005-01-28,2.4,2005,2.4,2005-01-28
900,두서,2005-01-29,2.4,2005,2.4,2005-01-29
900,두서,2005-01-30,-1.2,2005,-1.2,2005-01-30
900,두서,2005-01-31,-2.1,2005,-2.1,2005-01-31
900,두서,2005-02-01,-5.9,2005,-5.9,2005-02-01
900,두서,2005-02-02,-3.2,2005,-3.2,2005-02-02
900,두서,2005-02-03,-0.6,2005,-0.6,2005-02-03
900,두서,2005-02-04,2.0,2005,2.0,2005-02-04
900,두서,2005-02-05,2.2,2005,2.2,2005-02-05
900,두서,2005-02-06,2.4,2005,2.4,2005-02-06
900,두서,2005-02-07,4.8,2005,4.8,2005-02-07
900,두서,2005-02-08,5.0,2005,5.0,2005-02-08
900,두서,2005-02-09,2.6,2005,2.6,2005-02-09
900,두서,2005-02-10,-0.2,2005,-0.2,2005-02-10
900,두서,2005-02-11,-2.2,2005,-2.2,2005-02-11
900,두서,2005-02-12,-2.6,2005,-2.6,2005-02-12
900,두서,2005-02-13,1.6,2005,1.6,2005-02-13
900,두서,2005-02-14,2.6,2005,2.6,2005-02-14
900,두서,2005-02-15,5.1,2005,5.1,2005-02-15
900,두서,2005-02-16,6.0,2005,6.0,2005-02-16
900,두서,2005-02-17,5.9,2005,5.9,2005-02-17
900,두서,2005-02-18,4.2,2005,4.2,2005-02-18
900,두서,2005-02-19,2.8,2005,2.8,2005-02-19
900,두서,2005-02-20,-3.8,2005,-3.8,2005-02-20
900,두서,2005-02-21,-3.0,2005,-3.0,2005-02-21
900,두서,2005-02-22,2.2,2005,2.2,2005-02-22
900,두서,2005-02-23,5.5,2005,5.5,2005-02-23
900,두서,2005-02-24,0.9,2005,0.9,2005-02-24
900,두서,2005-02-25,-0.1,2005,-0.1,2005-02-25
900,두서,2005-02-26,-1.8,2005,-1.8,2005-02-26
900,두서,2005-02-27,1.3,2005,1.3,2005-02-27
900,두서,2005-02-28,3.4,2005,3.4,2005-02-28
900,두서,2005-03-01,3.2,2005,3.2,2005-03-01
900,두서,2005-03-02,2.9,2005,2.9,2005-03-02
900,두서,2005-03-03,2.6,2005,2.6,2005-03-03
900,두서,2005-03-04,1.3,2005,1.3,2005-03-04
900,두서,2005-03-05,0.9,2005,0.9,2005-03-05
900,두서,2005-03-06,2.5,2005,2.5,2005-03-06
900,두서,2005-03-07,5.3,2005,5.3,2005-03-07
900,두서,2005-03-08,9.7,2005,9.7,2005-03-08
900,두서,2005-03-09,9.9,2005,9.9,2005-03-09
900,두서,2005-03-10,14.0,2005,14.0,2005-03-10
900,두서,2005-03-11,5.1,2005,5.1,2005-03-11
900,두서,2005-03-12,-0.9,2005,-0.9,2005-03-12
900,두서,2005-03-13,0.1,2005,0.1,2005-03-13
900,두서,2005-03-14,3.6,2005,3.6,2005-03-14
900,두서,2005-03-15,5.3,2005,5.3,2005-03-15
900,두서,2005-03-16,8.5,2005,8.5,2005-03-16
900,두서,2005-03-17,8.4,2005,8.4,2005-03-17
900,두서,2005-03-18,6.8,2005,6.8,2005-03-18
900,두서,2005-03-19,6.7,2005,6.7,2005-03-19
900,두서,2005-03-20,9.1,2005,9.1,2005-03-20
900,두서,2005-03-21,9.7,2005,9.7,2005-03-21
900,두서,2005-03-22,7.8,2005,7.8,2005-03-22
900,두서,2005-03-23,7.7,2005,7.7,2005-03-23
900,두서,2005-03-24,3.5,2005,3.5,2005-03-24
900,두서,2005-03-25,5.9,2005,5.9,2005-03-25
900,두서,2005-03-26,9.7,2005,9.7,2005-03-26
900,두서,2005-03-27,9.2,2005,9.2,2005-03-27
900,두서,2005-03-28,13.4,2005,13.4,2005-03-28
900,두서,2005-03-29,8.4,2005,8.4,2005-03-29
900,두서,2005-03-30,10.3,2005,10.3,2005-03-30
900,두서,2005-03-31,10.6,2005,10.6,2005-03-31
900,두서,2005-04-01,10.6,2005,10.6,2005-04-01
900,두서,2005-04-02,12.1,2005,12.1,2005-04-02
900,두서,2005-04-03,6.0,2005,6.0,2005-04-03
900,두서,2005-04-04,9.4,2005,9.4,2005-04-04
900,두서,2005-04-05,16.7,2005,16.7,2005-04-05
900,두서,2005-04-06,15.7,2005,15.7,2005-04-06
900,두서,2005-04-07,20.1,2005,20.1,2005-04-07
900,두서,2005-04-08,14.6,2005,14.6,2005-04-08
900,두서,2005-04-09,11.7,2005,11.7,2005-04-09
900,두서,2005-04-10,12.7,2005,12.7,2005-04-10
900,두서,2005-04-11,9.3,2005,9.3,2005-04-11
900,두서,2005-04-12,10.1,2005,10.1,2005-04-12
