지점,지점명,일시,평균기온(°C),년도,tavg,Date
900,두서,2019-01-01,0.1,2019,0.1,2019-01-01
900,두서,2019-01-02,0.6,2019,0.6,2019-01-02
900,두서,2019-01-03,0.8,2019,0.8,2019-01-03
900,두서,2019-01-04,2.5,2019,2.5,2019-01-04
900,두서,2019-01-05,3.4,2019,3.4,2019-01-05
900,두서,2019-01-06,1.1,2019,1.1,2019-01-06
900,두서,2019-01-07,1.6,2019,1.6,2019-01-07
900,두서,2019-01-08,2.2,2019,2.2,2019-01-08
900,두서,2019-01-09,-1.0,2019,-1.0,2019-01-09
900,두서,2019-01-10,2.8,2019,2.8,2019-01-10
900,두서,2019-01-11,3.4,2019,3.4,2019-01-11
900,두서,2019-01-12,4.7,2019,4.7,2019-01-12
900,두서,2019-01-13,4.2,2019,4.2,2019-01-13
900,두서,2019-01-14,3.3,2019,3.3,2019-01-14
900,두서,2019-01-15,3.9,2019,3.9,2019-01-15
900,두서,2019-01-16,-0.8,2019,-0.8,2019-01-16
900,두서,2019-01-17,2.2,2019,2.2,2019-01-17
900,두서,2019-01-18,3.1,2019,3.1,2019-01-18
900,두서,2019-01-19,5.3,2019,5.3,2019-01-19
900,두서,2019-01-20,4.0,2019,4.0,2019-01-20
900,두서,2019-01-21,2.1,2019,2.1,2019-01-21
900,두서,2019-01-22,3.4,2019,3.4,2019-01-22
900,두서,2019-01-23,4.5,2019,4.5,2019-01-23
900,두서,2019-01-24,1.9,2019,1.9,2019-01-24
900,두서,2019-01-25,2.1,2019,2.1,2019-01-25
900,두서,2019-01-26,-0.6,2019,-0.6,2019-01-26
900,두서,2019-01-27,0.0,2019,0.0,2019-01-27
900,두서,2019-01-28,2.3,2019,2.3,2019-01-28
900,두서,2019-01-29,1.5,2019,1.5,2019-01-29
900,두서,2019-01-30,6.4,2019,6.4,2019-01-30
900,두서,2019-01-31,1.6,2019,1.6,2019-01-31
900,두서,2019-02-01,-1.0,2019,-1.0,2019-02-01
