지점,지점명,일시,평균기온(°C),년도,tavg,Date
917,사천,2022-01-01,-1.6,2022,-1.6,2022-01-01
917,사천,2022-01-02,-0.8,2022,-0.8,2022-01-02
917,사천,2022-01-03,-0.7,2022,-0.7,2022-01-03
917,사천,2022-01-04,0.8,2022,0.8,2022-01-04
917,사천,2022-01-05,3.3,2022,3.3,2022-01-05
917,사천,2022-01-06,4.7,2022,4.7,2022-01-06
917,사천,2022-01-07,0.2,2022,0.2,2022-01-07
917,사천,2022-01-08,0.1,2022,0.1,2022-01-08
917,사천,2022-01-09,0.8,2022,0.8,2022-01-09
917,사천,2022-01-10,2.9,2022,2.9,2022-01-10
917,사천,2022-01-11,-0.3,2022,-0.3,2022-01-11
917,사천,2022-01-12,-3.1,2022,-3.1,2022-01-12
917,사천,2022-01-13,-3.3,2022,-3.3,2022-01-13
917,사천,2022-01-14,-3.2,2022,-3.2,2022-01-14
917,사천,2022-01-15,0.4,2022,0.4,2022-01-15
917,사천,2022-01-16,1.7,2022,1.7,2022-01-16
917,사천,2022-01-17,-1.1,2022,-1.1,2022-01-17
917,사천,2022-01-18,-1.8,2022,-1.8,2022-01-18
917,사천,2022-01-19,-0.1,2022,-0.1,2022-01-19
917,사천,2022-01-20,-1.3,2022,-1.3,2022-01-20
917,사천,2022-01-21,-0.2,2022,-0.2,2022-01-21
917,사천,2022-01-22,3.1,2022,3.1,2022-01-22
917,사천,2022-01-23,6.2,2022,6.2,2022-01-23
917,사천,2022-01-24,5.3,2022,5.3,2022-01-24
917,사천,2022-01-25,5.0,2022,5.0,2022-01-25
917,사천,2022-01-26,2.7,2022,2.7,2022-01-26
917,사천,2022-01-27,3.7,2022,3.7,2022-01-27
917,사천,2022-01-28,3.3,2022,3.3,2022-01-28
917,사천,2022-01-29,3.2,2022,3.2,2022-01-29
917,사천,2022-01-30,2.0,2022,2.0,2022-01-30
917,사천,2022-01-31,1.2,2022,1.2,2022-01-31
917,사천,2022-02-01,2.0,2022,2.0,2022-02-01
917,사천,2022-02-02,0.2,2022,0.2,2022-02-02
917,사천,2022-02-03,0.7,2022,0.7,2022-02-03
917,사천,2022-02-04,0.7,2022,0.7,2022-02-04
917,사천,2022-02-05,-2.5,2022,-2.5,2022-02-05
917,사천,2022-02-06,-1.1,2022,-1.1,2022-02-06
917,사천,2022-02-07,-0.1,2022,-0.1,2022-02-07
917,사천,2022-02-08,2.6,2022,2.6,2022-02-08
917,사천,2022-02-09,3.0,2022,3.0,2022-02-09
917,사천,2022-02-10,6.2,2022,6.2,2022-02-10
917,사천,2022-02-11,3.5,2022,3.5,2022-02-11
917,사천,2022-02-12,6.1,2022,6.1,2022-02-12
917,사천,2022-02-13,8.0,2022,8.0,2022-02-13
917,사천,2022-02-14,7.3,2022,7.3,2022-02-14
917,사천,2022-02-15,0.8,2022,0.8,2022-02-15
917,사천,2022-02-16,-3.6,2022,-3.6,2022-02-16
917,사천,2022-02-17,-3.7,2022,-3.7,2022-02-17
917,사천,2022-02-18,0.8,2022,0.8,2022-02-18
917,사천,2022-02-19,4.1,2022,4.1,2022-02-19
917,사천,2022-02-20,-1.3,2022,-1.3,2022-02-20
917,사천,2022-02-21,0.6,2022,0.6,2022-02-21
917,사천,2022-02-22,-0.3,2022,-0.3,2022-02-22
917,사천,2022-02-23,-0.1,2022,-0.1,2022-02-23
917,사천,2022-02-24,-0.4,2022,-0.4,2022-02-24
917,사천,2022-02-25,1.7,2022,1.7,2022-02-25
917,사천,2022-02-26,5.6,2022,5.6,2022-02-26
917,사천,2022-02-27,5.0,2022,5.0,2022-02-27
917,사천,2022-02-28,5.4,2022,5.4,2022-02-28
917,사천,2022-03-01,8.8,2022,8.8,2022-03-01
917,사천,2022-03-02,3.8,2022,3.8,2022-03-02
917,사천,2022-03-03,5.5,2022,5.5,2022-03-03
917,사천,2022-03-04,8.1,2022,8.1,2022-03-04
917,사천,2022-03-05,6.9,2022,6.9,2022-03-05
917,사천,2022-03-06,2.9,2022,2.9,2022-03-06
917,사천,2022-03-07,5.3,2022,5.3,2022-03-07
917,사천,2022-03-08,5.5,2022,5.5,2022-03-08
917,사천,2022-03-09,7.3,2022,7.3,2022-03-09
917,사천,2022-03-10,9.0,2022,9.0,2022-03-10
917,사천,2022-03-11,11.2,2022,11.2,2022-03-11
917,사천,2022-03-12,15.9,2022,15.9,2022-03-12
917,사천,2022-03-13,15.4,2022,15.4,2022-03-13
917,사천,2022-03-14,11.5,2022,11.5,2022-03-14
917,사천,2022-03-15,9.3,2022,9.3,2022-03-15
917,사천,2022-03-16,11.4,2022,11.4,2022-03-16
917,사천,2022-03-17,10.6,2022,10.6,2022-03-17
917,사천,2022-03-18,7.5,2022,7.5,2022-03-18
917,사천,2022-03-19,5.1,2022,5.1,2022-03-19
917,사천,2022-03-20,6.2,2022,6.2,2022-03-20
917,사천,2022-03-21,8.0,2022,8.0,2022-03-21
917,사천,2022-03-22,9.1,2022,9.1,2022-03-22
917,사천,2022-03-23,7.7,2022,7.7,2022-03-23
917,사천,2022-03-24,7.9,2022,7.9,2022-03-24
917,사천,2022-03-25,12.4,2022,12.4,2022-03-25
917,사천,2022-03-26,15.1,2022,15.1,2022-03-26
917,사천,2022-03-27,12.3,2022,12.3,2022-03-27
917,사천,2022-03-28,9.2,2022,9.2,2022-03-28
917,사천,2022-03-29,9.4,2022,9.4,2022-03-29
917,사천,2022-03-30,12.6,2022,12.6,2022-03-30
917,사천,2022-03-31,13.2,2022,13.2,2022-03-31
917,사천,2022-04-01,9.8,2022,9.8,2022-04-01
917,사천,2022-04-02,9.7,2022,9.7,2022-04-02
917,사천,2022-04-03,9.8,2022,9.8,2022-04-03
917,사천,2022-04-04,11.0,2022,11.0,2022-04-04
917,사천,2022-04-05,12.3,2022,12.3,2022-04-05
917,사천,2022-04-06,13.2,2022,13.2,2022-04-06
917,사천,2022-04-07,13.0,2022,13.0,2022-04-07
917,사천,2022-04-08,13.0,2022,13.0,2022-04-08
917,사천,2022-04-09,16.2,2022,16.2,2022-04-09
917,사천,2022-04-10,17.2,2022,17.2,2022-04-10
917,사천,2022-04-11,17.5,2022,17.5,2022-04-11
917,사천,2022-04-12,20.2,2022,20.2,2022-04-12
917,사천,2022-04-13,15.9,2022,15.9,2022-04-13
917,사천,2022-04-14,12.8,2022,12.8,2022-04-14
917,사천,2022-04-15,13.3,2022,13.3,2022-04-15
917,사천,2022-04-16,12.1,2022,12.1,2022-04-16
917,사천,2022-04-17,12.9,2022,12.9,2022-04-17
917,사천,2022-04-18,15.8,2022,15.8,2022-04-18
917,사천,2022-04-19,17.1,2022,17.1,2022-04-19
917,사천,2022-04-20,16.0,2022,16.0,2022-04-20
917,사천,2022-04-21,11.9,2022,11.9,2022-04-21
917,사천,2022-04-22,17.7,2022,17.7,2022-04-22
917,사천,2022-04-23,17.6,2022,17.6,2022-04-23
917,사천,2022-04-24,19.9,2022,19.9,2022-04-24
917,사천,2022-04-25,19.7,2022,19.7,2022-04-25
917,사천,2022-04-26,18.0,2022,18.0,2022-04-26
917,사천,2022-04-27,17.8,2022,17.8,2022-04-27
917,사천,2022-04-28,16.7,2022,16.7,2022-04-28
917,사천,2022-04-29,12.2,2022,12.2,2022-04-29
917,사천,2022-04-30,14.3,2022,14.3,2022-04-30
917,사천,2022-05-01,14.8,2022,14.8,2022-05-01
917,사천,2022-05-02,14.9,2022,14.9,2022-05-02
