지점,지점명,일시,평균기온(°C),년도,tavg,Date
917,사천,2017-01-01,1.7,2017,1.7,2017-01-01
917,사천,2017-01-02,5.8,2017,5.8,2017-01-02
917,사천,2017-01-03,2.3,2017,2.3,2017-01-03
917,사천,2017-01-04,2.5,2017,2.5,2017-01-04
917,사천,2017-01-05,5.8,2017,5.8,2017-01-05
917,사천,2017-01-06,6.0,2017,6.0,2017-01-06
917,사천,2017-01-07,5.0,2017,5.0,2017-01-07
917,사천,2017-01-08,7.2,2017,7.2,2017-01-08
917,사천,2017-01-09,5.0,2017,5.0,2017-01-09
917,사천,2017-01-10,1.4,2017,1.4,2017-01-10
917,사천,2017-01-11,-0.3,2017,-0.3,2017-01-11
917,사천,2017-01-12,2.6,2017,2.6,2017-01-12
917,사천,2017-01-13,-0.5,2017,-0.5,2017-01-13
917,사천,2017-01-14,-3.2,2017,-3.2,2017-01-14
917,사천,2017-01-15,-3.8,2017,-3.8,2017-01-15
917,사천,2017-01-16,-2.2,2017,-2.2,2017-01-16
917,사천,2017-01-17,-1.0,2017,-1.0,2017-01-17
917,사천,2017-01-18,3.1,2017,3.1,2017-01-18
917,사천,2017-01-19,1.3,2017,1.3,2017-01-19
917,사천,2017-01-20,-0.1,2017,-0.1,2017-01-20
917,사천,2017-01-21,-0.8,2017,-0.8,2017-01-21
917,사천,2017-01-22,-0.5,2017,-0.5,2017-01-22
917,사천,2017-01-23,-4.3,2017,-4.3,2017-01-23
917,사천,2017-01-24,-4.3,2017,-4.3,2017-01-24
917,사천,2017-01-25,-3.0,2017,-3.0,2017-01-25
917,사천,2017-01-26,1.1,2017,1.1,2017-01-26
917,사천,2017-01-27,4.8,2017,4.8,2017-01-27
917,사천,2017-01-28,3.0,2017,3.0,2017-01-28
917,사천,2017-01-29,4.1,2017,4.1,2017-01-29
917,사천,2017-01-30,2.5,2017,2.5,2017-01-30
917,사천,2017-01-31,-0.5,2017,-0.5,2017-01-31
917,사천,2017-02-01,1.3,2017,1.3,2017-02-01
917,사천,2017-02-02,-1.1,2017,-1.1,2017-02-02
917,사천,2017-02-03,1.2,2017,1.2,2017-02-03
917,사천,2017-02-04,6.4,2017,6.4,2017-02-04
917,사천,2017-02-05,5.8,2017,5.8,2017-02-05
917,사천,2017-02-06,1.8,2017,1.8,2017-02-06
917,사천,2017-02-07,1.5,2017,1.5,2017-02-07
917,사천,2017-02-08,3.2,2017,3.2,2017-02-08
917,사천,2017-02-09,-0.7,2017,-0.7,2017-02-09
