지점,지점명,일시,평균기온(°C),년도,tavg,Date
710,나주,2015-01-01,-3.5,2015,-3.5,2015-01-01
710,나주,2015-01-02,-3.2,2015,-3.2,2015-01-02
710,나주,2015-01-03,-3.4,2015,-3.4,2015-01-03
710,나주,2015-01-04,1.7,2015,1.7,2015-01-04
710,나주,2015-01-05,4.7,2015,4.7,2015-01-05
710,나주,2015-01-06,2.8,2015,2.8,2015-01-06
710,나주,2015-01-07,-0.7,2015,-0.7,2015-01-07
710,나주,2015-01-08,-1.0,2015,-1.0,2015-01-08
710,나주,2015-01-09,0.3,2015,0.3,2015-01-09
710,나주,2015-01-10,1.1,2015,1.1,2015-01-10
710,나주,2015-01-11,0.1,2015,0.1,2015-01-11
710,나주,2015-01-12,-1.4,2015,-1.4,2015-01-12
710,나주,2015-01-13,1.9,2015,1.9,2015-01-13
710,나주,2015-01-14,4.0,2015,4.0,2015-01-14
710,나주,2015-01-15,1.5,2015,1.5,2015-01-15
710,나주,2015-01-16,0.7,2015,0.7,2015-01-16
710,나주,2015-01-17,0.1,2015,0.1,2015-01-17
710,나주,2015-01-18,-0.4,2015,-0.4,2015-01-18
710,나주,2015-01-19,3.0,2015,3.0,2015-01-19
710,나주,2015-01-20,1.2,2015,1.2,2015-01-20
710,나주,2015-01-21,3.5,2015,3.5,2015-01-21
710,나주,2015-01-22,3.5,2015,3.5,2015-01-22
710,나주,2015-01-23,0.0,2015,0.0,2015-01-23
710,나주,2015-01-24,1.7,2015,1.7,2015-01-24
710,나주,2015-01-25,5.5,2015,5.5,2015-01-25
710,나주,2015-01-26,6.5,2015,6.5,2015-01-26
710,나주,2015-01-27,0.3,2015,0.3,2015-01-27
710,나주,2015-01-28,-1.5,2015,-1.5,2015-01-28
710,나주,2015-01-29,-0.6,2015,-0.6,2015-01-29
710,나주,2015-01-30,0.5,2015,0.5,2015-01-30
710,나주,2015-01-31,-1.6,2015,-1.6,2015-01-31
710,나주,2015-02-01,-1.9,2015,-1.9,2015-02-01
710,나주,2015-02-02,0.1,2015,0.1,2015-02-02
710,나주,2015-02-03,-0.2,2015,-0.2,2015-02-03
710,나주,2015-02-04,-0.2,2015,-0.2,2015-02-04
710,나주,2015-02-05,0.7,2015,0.7,2015-02-05
710,나주,2015-02-06,1.0,2015,1.0,2015-02-06
710,나주,2015-02-07,1.3,2015,1.3,2015-02-07
710,나주,2015-02-08,-3.8,2015,-3.8,2015-02-08
710,나주,2015-02-09,-3.3,2015,-3.3,2015-02-09
710,나주,2015-02-10,2.2,2015,2.2,2015-02-10
710,나주,2015-02-11,3.3,2015,3.3,2015-02-11
710,나주,2015-02-12,1.3,2015,1.3,2015-02-12
710,나주,2015-02-13,-1.5,2015,-1.5,2015-02-13
710,나주,2015-02-14,1.0,2015,1.0,2015-02-14
710,나주,2015-02-15,6.6,2015,6.6,2015-02-15
710,나주,2015-02-16,7.9,2015,7.9,2015-02-16
710,나주,2015-02-17,4.9,2015,4.9,2015-02-17
710,나주,2015-02-18,2.8,2015,2.8,2015-02-18
710,나주,2015-02-19,3.5,2015,3.5,2015-02-19
710,나주,2015-02-20,5.1,2015,5.1,2015-02-20
710,나주,2015-02-21,8.9,2015,8.9,2015-02-21
710,나주,2015-02-22,5.7,2015,5.7,2015-02-22
710,나주,2015-02-23,3.4,2015,3.4,2015-02-23
710,나주,2015-02-24,3.6,2015,3.6,2015-02-24
710,나주,2015-02-25,4.5,2015,4.5,2015-02-25
710,나주,2015-02-26,3.9,2015,3.9,2015-02-26
710,나주,2015-02-27,0.5,2015,0.5,2015-02-27
710,나주,2015-02-28,2.3,2015,2.3,2015-02-28
710,나주,2015-03-01,3.4,2015,3.4,2015-03-01
710,나주,2015-03-02,2.8,2015,2.8,2015-03-02
710,나주,2015-03-03,3.7,2015,3.7,2015-03-03
710,나주,2015-03-04,0.8,2015,0.8,2015-03-04
710,나주,2015-03-05,1.4,2015,1.4,2015-03-05
710,나주,2015-03-06,3.8,2015,3.8,2015-03-06
710,나주,2015-03-07,4.1,2015,4.1,2015-03-07
710,나주,2015-03-08,6.8,2015,6.8,2015-03-08
710,나주,2015-03-09,4.0,2015,4.0,2015-03-09
710,나주,2015-03-10,-0.6,2015,-0.6,2015-03-10
710,나주,2015-03-11,4.1,2015,4.1,2015-03-11
710,나주,2015-03-12,3.7,2015,3.7,2015-03-12
710,나주,2015-03-13,4.7,2015,4.7,2015-03-13
710,나주,2015-03-14,4.5,2015,4.5,2015-03-14
710,나주,2015-03-15,5.8,2015,5.8,2015-03-15
710,나주,2015-03-16,10.2,2015,10.2,2015-03-16
710,나주,2015-03-17,12.2,2015,12.2,2015-03-17
710,나주,2015-03-18,12.0,2015,12.0,2015-03-18
710,나주,2015-03-19,12.6,2015,12.6,2015-03-19
710,나주,2015-03-20,11.2,2015,11.2,2015-03-20
710,나주,2015-03-21,11.9,2015,11.9,2015-03-21
710,나주,2015-03-22,8.9,2015,8.9,2015-03-22
710,나주,2015-03-23,5.0,2015,5.0,2015-03-23
710,나주,2015-03-24,4.0,2015,4.0,2015-03-24
710,나주,2015-03-25,4.5,2015,4.5,2015-03-25
710,나주,2015-03-26,6.2,2015,6.2,2015-03-26
710,나주,2015-03-27,7.6,2015,7.6,2015-03-27
710,나주,2015-03-28,9.1,2015,9.1,2015-03-28
710,나주,2015-03-29,10.9,2015,10.9,2015-03-29
710,나주,2015-03-30,13.0,2015,13.0,2015-03-30
710,나주,2015-03-31,14.4,2015,14.4,2015-03-31
710,나주,2015-04-01,15.7,2015,15.7,2015-04-01
710,나주,2015-04-02,14.8,2015,14.8,2015-04-02
710,나주,2015-04-03,11.6,2015,11.6,2015-04-03
710,나주,2015-04-04,12.6,2015,12.6,2015-04-04
710,나주,2015-04-05,12.5,2015,12.5,2015-04-05
710,나주,2015-04-06,10.6,2015,10.6,2015-04-06
710,나주,2015-04-07,7.7,2015,7.7,2015-04-07
710,나주,2015-04-08,8.4,2015,8.4,2015-04-08
710,나주,2015-04-09,9.9,2015,9.9,2015-04-09
710,나주,2015-04-10,10.2,2015,10.2,2015-04-10
710,나주,2015-04-11,12.1,2015,12.1,2015-04-11
710,나주,2015-04-12,12.3,2015,12.3,2015-04-12
710,나주,2015-04-13,11.4,2015,11.4,2015-04-13
710,나주,2015-04-14,7.8,2015,7.8,2015-04-14
710,나주,2015-04-15,11.5,2015,11.5,2015-04-15
710,나주,2015-04-16,10.1,2015,10.1,2015-04-16
710,나주,2015-04-17,10.2,2015,10.2,2015-04-17
710,나주,2015-04-18,14.1,2015,14.1,2015-04-18
710,나주,2015-04-19,16.8,2015,16.8,2015-04-19
710,나주,2015-04-20,13.0,2015,13.0,2015-04-20
710,나주,2015-04-21,12.2,2015,12.2,2015-04-21
710,나주,2015-04-22,11.8,2015,11.8,2015-04-22
710,나주,2015-04-23,12.4,2015,12.4,2015-04-23
710,나주,2015-04-24,13.5,2015,13.5,2015-04-24
710,나주,2015-04-25,14.1,2015,14.1,2015-04-25
710,나주,2015-04-26,15.2,2015,15.2,2015-04-26
710,나주,2015-04-27,16.2,2015,16.2,2015-04-27
710,나주,2015-04-28,16.4,2015,16.4,2015-04-28
710,나주,2015-04-29,17.3,2015,17.3,2015-04-29
710,나주,2015-04-30,19.2,2015,19.2,2015-04-30
710,나주,2015-05-01,19.0,2015,19.0,2015-05-01
710,나주,2015-05-02,19.7,2015,19.7,2015-05-02
710,나주,2015-05-03,18.6,2015,18.6,2015-05-03
710,나주,2015-05-04,14.9,2015,14.9,2015-05-04
710,나주,2015-05-05,12.7,2015,12.7,2015-05-05
710,나주,2015-05-06,13.5,2015,13.5,2015-05-06
710,나주,2015-05-07,15.3,2015,15.3,2015-05-07
710,나주,2015-05-08,16.7,2015,16.7,2015-05-08
710,나주,2015-05-09,17.8,2015,17.8,2015-05-09
710,나주,2015-05-10,18.0,2015,18.0,2015-05-10
710,나주,2015-05-11,16.9,2015,16.9,2015-05-11
710,나주,2015-05-12,16.0,2015,16.0,2015-05-12
710,나주,2015-05-13,19.3,2015,19.3,2015-05-13
710,나주,2015-05-14,21.4,2015,21.4,2015-05-14
710,나주,2015-05-15,20.4,2015,20.4,2015-05-15
710,나주,2015-05-16,18.1,2015,18.1,2015-05-16
710,나주,2015-05-17,17.1,2015,17.1,2015-05-17
710,나주,2015-05-18,15.3,2015,15.3,2015-05-18
710,나주,2015-05-19,18.0,2015,18.0,2015-05-19
710,나주,2015-05-20,16.9,2015,16.9,2015-05-20
710,나주,2015-05-21,17.9,2015,17.9,2015-05-21
710,나주,2015-05-22,20.3,2015,20.3,2015-05-22
710,나주,2015-05-23,20.0,2015,20.0,2015-05-23
710,나주,2015-05-24,19.7,2015,19.7,2015-05-24
710,나주,2015-05-25,19.0,2015,19.0,2015-05-25
710,나주,2015-05-26,20.6,2015,20.6,2015-05-26
