지점,지점명,일시,평균기온(°C),년도,tavg,Date
710,나주,2009-01-01,-2.6,2009,-2.6,2009-01-01
710,나주,2009-01-02,-1.4,2009,-1.4,2009-01-02
710,나주,2009-01-03,-1.1,2009,-1.1,2009-01-03
710,나주,2009-01-04,-0.2,2009,-0.2,2009-01-04
710,나주,2009-01-05,-0.2,2009,-0.2,2009-01-05
710,나주,2009-01-06,-0.5,2009,-0.5,2009-01-06
710,나주,2009-01-07,-0.7,2009,-0.7,2009-01-07
710,나주,2009-01-08,-1.9,2009,-1.9,2009-01-08
710,나주,2009-01-09,-1.5,2009,-1.5,2009-01-09
710,나주,2009-01-10,-1.9,2009,-1.9,2009-01-10
710,나주,2009-01-11,-1.7,2009,-1.7,2009-01-11
710,나주,2009-01-12,-2.2,2009,-2.2,2009-01-12
710,나주,2009-01-13,-1.6,2009,-1.6,2009-01-13
710,나주,2009-01-14,-2.3,2009,-2.3,2009-01-14
710,나주,2009-01-15,-4.6,2009,-4.6,2009-01-15
710,나주,2009-01-16,-1.0,2009,-1.0,2009-01-16
710,나주,2009-01-17,0.6,2009,0.6,2009-01-17
710,나주,2009-01-18,4.3,2009,4.3,2009-01-18
710,나주,2009-01-19,2.8,2009,2.8,2009-01-19
710,나주,2009-01-20,3.0,2009,3.0,2009-01-20
710,나주,2009-01-21,1.9,2009,1.9,2009-01-21
710,나주,2009-01-22,2.8,2009,2.8,2009-01-22
710,나주,2009-01-23,-3.7,2009,-3.7,2009-01-23
710,나주,2009-01-24,-6.0,2009,-6.0,2009-01-24
710,나주,2009-01-25,-1.6,2009,-1.6,2009-01-25
710,나주,2009-01-26,-1.7,2009,-1.7,2009-01-26
710,나주,2009-01-27,-1.9,2009,-1.9,2009-01-27
710,나주,2009-01-28,1.2,2009,1.2,2009-01-28
710,나주,2009-01-29,3.3,2009,3.3,2009-01-29
710,나주,2009-01-30,6.8,2009,6.8,2009-01-30
710,나주,2009-01-31,4.9,2009,4.9,2009-01-31
710,나주,2009-02-01,5.2,2009,5.2,2009-02-01
710,나주,2009-02-02,7.0,2009,7.0,2009-02-02
710,나주,2009-02-03,6.5,2009,6.5,2009-02-03
710,나주,2009-02-04,5.2,2009,5.2,2009-02-04
710,나주,2009-02-05,3.8,2009,3.8,2009-02-05
710,나주,2009-02-06,2.7,2009,2.7,2009-02-06
710,나주,2009-02-07,3.4,2009,3.4,2009-02-07
710,나주,2009-02-08,4.8,2009,4.8,2009-02-08
710,나주,2009-02-09,3.5,2009,3.5,2009-02-09
710,나주,2009-02-10,2.7,2009,2.7,2009-02-10
710,나주,2009-02-11,5.9,2009,5.9,2009-02-11
710,나주,2009-02-12,9.2,2009,9.2,2009-02-12
710,나주,2009-02-13,14.1,2009,14.1,2009-02-13
710,나주,2009-02-14,7.0,2009,7.0,2009-02-14
710,나주,2009-02-15,1.9,2009,1.9,2009-02-15
710,나주,2009-02-16,-0.9,2009,-0.9,2009-02-16
710,나주,2009-02-17,-1.1,2009,-1.1,2009-02-17
710,나주,2009-02-18,0.4,2009,0.4,2009-02-18
710,나주,2009-02-19,1.0,2009,1.0,2009-02-19
710,나주,2009-02-20,1.4,2009,1.4,2009-02-20
710,나주,2009-02-21,0.2,2009,0.2,2009-02-21
710,나주,2009-02-22,2.8,2009,2.8,2009-02-22
710,나주,2009-02-23,7.4,2009,7.4,2009-02-23
710,나주,2009-02-24,10.6,2009,10.6,2009-02-24
710,나주,2009-02-25,5.1,2009,5.1,2009-02-25
710,나주,2009-02-26,4.6,2009,4.6,2009-02-26
710,나주,2009-02-27,4.7,2009,4.7,2009-02-27
710,나주,2009-02-28,4.2,2009,4.2,2009-02-28
710,나주,2009-03-01,3.7,2009,3.7,2009-03-01
710,나주,2009-03-02,3.5,2009,3.5,2009-03-02
710,나주,2009-03-03,1.5,2009,1.5,2009-03-03
710,나주,2009-03-04,4.1,2009,4.1,2009-03-04
710,나주,2009-03-05,5.6,2009,5.6,2009-03-05
710,나주,2009-03-06,3.0,2009,3.0,2009-03-06
710,나주,2009-03-07,3.7,2009,3.7,2009-03-07
710,나주,2009-03-08,6.2,2009,6.2,2009-03-08
710,나주,2009-03-09,6.7,2009,6.7,2009-03-09
710,나주,2009-03-10,6.0,2009,6.0,2009-03-10
710,나주,2009-03-11,5.5,2009,5.5,2009-03-11
710,나주,2009-03-12,7.2,2009,7.2,2009-03-12
710,나주,2009-03-13,6.2,2009,6.2,2009-03-13
710,나주,2009-03-14,1.5,2009,1.5,2009-03-14
710,나주,2009-03-15,5.0,2009,5.0,2009-03-15
710,나주,2009-03-16,10.1,2009,10.1,2009-03-16
710,나주,2009-03-17,11.8,2009,11.8,2009-03-17
710,나주,2009-03-18,17.0,2009,17.0,2009-03-18
710,나주,2009-03-19,17.9,2009,17.9,2009-03-19
710,나주,2009-03-20,13.6,2009,13.6,2009-03-20
710,나주,2009-03-21,13.2,2009,13.2,2009-03-21
710,나주,2009-03-22,8.8,2009,8.8,2009-03-22
710,나주,2009-03-23,5.9,2009,5.9,2009-03-23
710,나주,2009-03-24,6.1,2009,6.1,2009-03-24
710,나주,2009-03-25,3.8,2009,3.8,2009-03-25
710,나주,2009-03-26,5.6,2009,5.6,2009-03-26
710,나주,2009-03-27,5.8,2009,5.8,2009-03-27
710,나주,2009-03-28,6.8,2009,6.8,2009-03-28
710,나주,2009-03-29,7.2,2009,7.2,2009-03-29
710,나주,2009-03-30,8.5,2009,8.5,2009-03-30
710,나주,2009-03-31,6.3,2009,6.3,2009-03-31
710,나주,2009-04-01,4.5,2009,4.5,2009-04-01
710,나주,2009-04-02,6.4,2009,6.4,2009-04-02
710,나주,2009-04-03,8.3,2009,8.3,2009-04-03
710,나주,2009-04-04,10.2,2009,10.2,2009-04-04
710,나주,2009-04-05,9.7,2009,9.7,2009-04-05
